ensembl_gene_id,external_gene_name,gene_biotype,chromosome_name,start_position,end_position,strand,description
ENSG00000252481,SCARNA13,scaRNA,14,95533355,95533629,-1,small Cajal body-specific RNA 13 [Source:HGNC Symbol;Acc:HGNC:32570]
ENSG00000252722,,scaRNA,15,75121536,75121666,-1,
ENSG00000253130,,lncRNA,8,8555264,8574057,1,novel transcript
ENSG00000253423,,processed_pseudogene,8,83200952,83202431,-1,sulfite oxidase (SUOX) pseudogene
ENSG00000253692,IGHEP1,IG_C_pseudogene,14,105721794,105722527,-1,immunoglobulin heavy constant epsilon P1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5523]
ENSG00000253799,LINC01030,lncRNA,8,90198389,90620077,-1,long intergenic non-protein coding RNA 1030 [Source:HGNC Symbol;Acc:HGNC:49016]
ENSG00000253943,KRT18P37,processed_pseudogene,8,41511240,41512521,1,keratin 18 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:33406]
ENSG00000254122,PCDHGB7,protein_coding,5,141417645,141512975,1,"protocadherin gamma subfamily B, 7 [Source:HGNC Symbol;Acc:HGNC:8714]"
ENSG00000254614,CAPN1-AS1,lncRNA,11,65177606,65181834,-1,CAPN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56068]
ENSG00000254713,HNRNPA1P72,processed_pseudogene,11,84545131,84546846,-1,heterogeneous nuclear ribonucleoprotein A1 pseudogene 72 [Source:HGNC Symbol;Acc:HGNC:48802]
ENSG00000255980,LINC02953,lncRNA,11,69425655,69429621,1,long intergenic non-protein coding RNA 2953 [Source:HGNC Symbol;Acc:HGNC:55970]
ENSG00000256734,,processed_pseudogene,11,18450112,18450868,-1,WW domain binding protein 2 (WBP2) pseudogene
ENSG00000257456,,lncRNA,12,29519731,29529974,1,novel transcript
ENSG00000258231,,lncRNA,12,58514134,58813060,1,novel transcript
ENSG00000258893,SETP2,processed_pseudogene,14,51436038,51436963,1,SET pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20032]
ENSG00000258965,,processed_pseudogene,15,25928146,25928575,-1,mitochondrial ribosomal protein S18C (MRPS18C) pseudogene
ENSG00000259118,MAX-AS1,lncRNA,14,65082034,65101628,1,MAX antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58293]
ENSG00000260366,,lncRNA,19,48926171,48926444,1,"novel transcript, overlapping NUCB1"
ENSG00000260457,,lncRNA,18,71837039,71870788,1,novel transcript
ENSG00000260715,,lncRNA,16,64155169,64156574,1,novel transcript
ENSG00000264304,,lncRNA,17,28892469,28893342,1,"novel transcript, antisense to FLOT2"
ENSG00000265470,MIR548AQ,miRNA,3,185767847,185767904,-1,microRNA 548aq [Source:HGNC Symbol;Acc:HGNC:43488]
ENSG00000265786,LINC01906,lncRNA,18,14877611,14884052,1,long intergenic non-protein coding RNA 1906 [Source:HGNC Symbol;Acc:HGNC:52725]
ENSG00000268678,,lncRNA,19,57350848,57352023,-1,"novel transcript, antisense to ZNF304"
ENSG00000270110,,lncRNA,1,228295549,228303002,-1,"novel transcript, antisense to OBSCN"
ENSG00000273586,OR10G1P,unprocessed_pseudogene,14,21601882,21602825,-1,olfactory receptor family 10 subfamily G member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8169]
ENSG00000275693,,misc_RNA,10,88992370,88992539,1,
ENSG00000277283,RAB35-AS1,lncRNA,12,120116907,120119003,1,RAB35 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56348]
ENSG00000278590,RN7SL113P,misc_RNA,2,85368282,85368580,1,"RNA, 7SL, cytoplasmic 113, pseudogene [Source:HGNC Symbol;Acc:HGNC:46129]"
ENSG00000279310,,TEC,12,67065018,67065278,-1,TEC
ENSG00000280010,,TEC,11,58627435,58628528,1,TEC
ENSG00000283047,FRG1FP,transcribed_unprocessed_pseudogene,22,10939388,10961338,-1,"FSHD region gene 1 family member F, pseudogene [Source:HGNC Symbol;Acc:HGNC:51765]"
ENSG00000283564,U6,snRNA,16,72376704,72376760,1,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSG00000007264,MATK,protein_coding,19,3777969,3802129,-1,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]
ENSG00000049323,LTBP1,protein_coding,2,32946472,33399509,1,latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]
ENSG00000072080,SPP2,protein_coding,2,234050617,234079344,1,secreted phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:11256]
ENSG00000075340,ADD2,protein_coding,2,70607618,70768499,-1,adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]
ENSG00000080824,HSP90AA1,protein_coding,14,102080738,102139699,-1,heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]
ENSG00000104814,MAP4K1,protein_coding,19,38587641,38619161,-1,mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]
ENSG00000110717,NDUFS8,protein_coding,11,68030617,68036647,1,NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]
ENSG00000110955,ATP5F1B,protein_coding,12,56638171,56646079,-1,ATP synthase F1 subunit beta [Source:HGNC Symbol;Acc:HGNC:830]
ENSG00000122756,CNTFR,protein_coding,9,34551423,34593478,-1,ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]
ENSG00000125492,BARHL1,protein_coding,9,132582606,132590252,1,BarH like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:953]
ENSG00000131080,EDA2R,protein_coding,X,66594384,66639298,-1,ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]
ENSG00000131634,TMEM204,protein_coding,16,1528688,1555580,1,transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]
ENSG00000134184,GSTM1,protein_coding,1,109687340,109709039,1,glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]
ENSG00000134709,HOOK1,protein_coding,1,59814786,59876369,1,hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]
ENSG00000137497,NUMA1,protein_coding,11,72002860,72080693,-1,nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]
ENSG00000143363,PRUNE1,protein_coding,1,151008420,151035713,1,prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420]
ENSG00000143727,ACP1,protein_coding,2,264140,279100,1,acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]
ENSG00000149124,GLYAT,protein_coding,11,58640426,58731974,-1,glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]
ENSG00000158467,AHCYL2,protein_coding,7,129225021,129430211,1,adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]
ENSG00000164626,KCNK5,protein_coding,6,39188128,39229559,-1,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]
ENSG00000165588,OTX2,protein_coding,14,56799905,56816693,-1,orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]
ENSG00000167332,OR51E2,protein_coding,11,4680171,4697854,-1,olfactory receptor family 51 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:15195]
ENSG00000167895,TMC8,protein_coding,17,78130770,78142968,1,transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]
ENSG00000168658,VWA3B,protein_coding,2,98087116,98313299,1,von Willebrand factor A domain containing 3B [Source:HGNC Symbol;Acc:HGNC:28385]
ENSG00000168890,TMEM150A,protein_coding,2,85598547,85603201,-1,transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]
ENSG00000171044,XKR6,protein_coding,8,10896045,11201833,-1,XK related 6 [Source:HGNC Symbol;Acc:HGNC:27806]
ENSG00000171759,PAH,protein_coding,12,102836889,102958410,-1,phenylalanine hydroxylase [Source:HGNC Symbol;Acc:HGNC:8582]
ENSG00000172780,RAB43,protein_coding,3,129087569,129123694,-1,"RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19983]"
ENSG00000175305,CCNE2,protein_coding,8,94879641,94896678,-1,cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]
ENSG00000175946,KLHL38,protein_coding,8,123644442,123653801,-1,kelch like family member 38 [Source:HGNC Symbol;Acc:HGNC:34435]
ENSG00000176971,FIBIN,protein_coding,11,26994112,26997087,1,fin bud initiation factor homolog [Source:HGNC Symbol;Acc:HGNC:33747]
ENSG00000178163,ZNF518B,protein_coding,4,10439873,10461381,-1,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]
ENSG00000180178,FAR2P1,transcribed_unprocessed_pseudogene,2,130028309,130040560,-1,fatty acyl-CoA reductase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49284]
ENSG00000181458,TMEM45A,protein_coding,3,100492219,100579281,1,transmembrane protein 45A [Source:HGNC Symbol;Acc:HGNC:25480]
ENSG00000182600,SNORC,protein_coding,2,232857270,232878708,1,secondary ossification center associated regulator of chondrocyte maturation [Source:HGNC Symbol;Acc:HGNC:33763]
ENSG00000186777,ZNF732,protein_coding,4,270675,305474,-1,zinc finger protein 732 [Source:HGNC Symbol;Acc:HGNC:37138]
ENSG00000198838,RYR3,protein_coding,15,33310962,33866121,1,ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]
ENSG00000199347,RNU5E-1,snRNA,1,11908152,11908272,1,"RNA, U5E small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10215]"
ENSG00000199469,RNU1-62P,snRNA,3,72576691,72576854,1,"RNA, U1 small nuclear 62, pseudogene [Source:HGNC Symbol;Acc:HGNC:48404]"
ENSG00000203573,Metazoa_SRP,misc_RNA,15,40585454,40585751,-1,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]
ENSG00000206931,RNU6-1042P,snRNA,1,150701866,150701972,1,"RNA, U6 small nuclear 1042, pseudogene [Source:HGNC Symbol;Acc:HGNC:48005]"
ENSG00000207952,MIR624,miRNA,14,31014646,31014742,-1,microRNA 624 [Source:HGNC Symbol;Acc:HGNC:32880]
ENSG00000213471,TTLL13,protein_coding,15,90249530,90265482,1,tubulin tyrosine ligase like 13 [Source:HGNC Symbol;Acc:HGNC:32484]
ENSG00000214188,ST7-OT4,lncRNA,7,116953899,117098806,1,ST7 overlapping transcript 4 [Source:HGNC Symbol;Acc:HGNC:18835]
ENSG00000214381,LINC00488,lncRNA,3,109178060,109216965,1,long intergenic non-protein coding RNA 488 [Source:HGNC Symbol;Acc:HGNC:32675]
ENSG00000215586,SRSF10P2,processed_pseudogene,20,7831798,7832322,-1,serine and arginine rich splicing factor 10 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:24823]
ENSG00000216306,KRT19P2,transcribed_processed_pseudogene,12,94834147,94835158,1,keratin 19 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33423]
ENSG00000223634,,lncRNA,2,23357444,23360376,-1,novel transcript
ENSG00000223825,DAZAP2P1,transcribed_processed_pseudogene,2,202201384,202201886,-1,DAZ associated protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43869]
ENSG00000224095,LINC01935,lncRNA,2,102967408,102984429,-1,long intergenic non-protein coding RNA 1935 [Source:HGNC Symbol;Acc:HGNC:52758]
ENSG00000224904,SBF1P2,processed_pseudogene,1,11877770,11880406,1,SBF1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54552]
ENSG00000226204,,lncRNA,21,18953264,18967058,-1,novel transcript
ENSG00000228781,RPL21P84,processed_pseudogene,9,78180214,78180693,-1,ribosomal protein L21 pseudogene 84 [Source:HGNC Symbol;Acc:HGNC:36612]
ENSG00000229087,RPS26P18,processed_pseudogene,2,15397435,15397782,-1,ribosomal protein S26 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:35782]
ENSG00000231586,RPS23P9,unprocessed_pseudogene,1,161617992,161619585,-1,ribosomal protein S23 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:48341]
ENSG00000231681,,lncRNA,7,50202001,50262994,-1,novel transcript
ENSG00000231811,,lncRNA,6,4341751,4347162,-1,novel transcript
ENSG00000233998,SETP5,processed_pseudogene,9,137640986,137641547,-1,SET pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42924]
ENSG00000235397,EPN2-AS1,lncRNA,17,19296596,19306261,-1,EPN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40849]
ENSG00000236028,EYA2-AS1,lncRNA,20,46900378,46901764,-1,EYA2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56333]
ENSG00000236130,PTCSC2,lncRNA,9,97699625,97853116,-1,papillary thyroid carcinoma susceptibility candidate 2 [Source:HGNC Symbol;Acc:HGNC:44086]
ENSG00000236592,S100A11P2,processed_pseudogene,7,35169224,35169535,1,S100A11 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37840]
ENSG00000238082,NUDCP2,processed_pseudogene,2,178454716,178455428,1,nuclear distribution C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8047]
ENSG00000239924,RPL29P22,processed_pseudogene,11,63115880,63116338,-1,ribosomal protein L29 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:35675]
ENSG00000241098,LINC01994,lncRNA,3,182215209,182618285,-1,long intergenic non-protein coding RNA 1994 [Source:HGNC Symbol;Acc:HGNC:52827]
ENSG00000241746,RPL13AP18,processed_pseudogene,8,80265528,80266155,-1,ribosomal protein L13a pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36593]
ENSG00000242550,SERPINB10,protein_coding,18,63907958,63936111,1,serpin family B member 10 [Source:HGNC Symbol;Acc:HGNC:8942]
ENSG00000244080,RN7SL833P,misc_RNA,19,11516047,11516330,-1,"RNA, 7SL, cytoplasmic 833, pseudogene [Source:HGNC Symbol;Acc:HGNC:46849]"
ENSG00000245651,,lncRNA,12,57869832,57896482,-1,novel transcript
ENSG00000248231,KRT8P4,processed_pseudogene,8,89412621,89415071,-1,keratin 8 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:31057]
ENSG00000250501,,lncRNA,4,138773537,138803567,1,novel transcript
ENSG00000252001,RNA5SP303,rRNA_pseudogene,10,19633683,19633812,-1,"RNA, 5S ribosomal pseudogene 303 [Source:HGNC Symbol;Acc:HGNC:43203]"
ENSG00000252965,Y_RNA,misc_RNA,3,125528244,125528349,-1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000253274,IGHV1-67,IG_V_pseudogene,14,106680603,106681042,-1,immunoglobulin heavy variable 1-67 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5556]
ENSG00000254339,,lncRNA,8,114281894,114321122,1,novel transcript
ENSG00000254648,,lncRNA,11,134035832,134037107,-1,novel transcript
ENSG00000255900,,processed_pseudogene,12,126616344,126616554,-1,riboflavin kinase (RFK) pseudogene
ENSG00000257405,,processed_pseudogene,12,42636815,42637111,-1,CDGSH iron sulfur domain pseudogene
ENSG00000257803,PIGAP1,processed_pseudogene,12,100578744,100580197,1,phosphatidylinositol glycan anchor biosynthesis class A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8958]
ENSG00000259239,,processed_pseudogene,15,40133768,40135214,-1,mitochondrially encoded NADH dehydrogenase 5 (iMT-ND5) pseudogene
ENSG00000259683,,transcribed_unprocessed_pseudogene,15,84389729,84395903,1,golgin A6 family-like 9 (GOLGA6L9) pseudogene
ENSG00000261076,,lncRNA,10,58325614,58327030,-1,novel transcript
ENSG00000261714,,processed_pseudogene,15,75415249,75416020,1,high mobility group nucleosomal binding domain 2 (HMGN2) pseudogene
ENSG00000261782,,processed_pseudogene,16,35879036,35879498,-1,WD repeat domain phosphoinositide-interacting protein 2 (WIPI2) pseudogene
ENSG00000262587,,transcribed_unprocessed_pseudogene,16,25031881,25058109,1,leucine carboxyl methyltransferase 1 (LCMT1) pseudogene
ENSG00000263529,RN7SL122P,misc_RNA,1,32457835,32458135,1,"RNA, 7SL, cytoplasmic 122, pseudogene [Source:HGNC Symbol;Acc:HGNC:46138]"
ENSG00000264345,LINC01894,lncRNA,18,24932060,25016751,-1,long intergenic non-protein coding RNA 1894 [Source:HGNC Symbol;Acc:HGNC:52713]
ENSG00000266042,,processed_pseudogene,17,20526102,20526210,1,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide (YWHAQ) pseudogene"
ENSG00000271635,DBF4P2,processed_pseudogene,2,111558413,111559937,-1,DBF4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45060]
ENSG00000273898,MIR6798,miRNA,19,49009906,49009972,1,microRNA 6798 [Source:HGNC Symbol;Acc:HGNC:50013]
ENSG00000274156,,lncRNA,12,50934942,50935464,-1,novel transcript
ENSG00000274605,PCCA-DT,lncRNA,13,100053074,100089111,-1,PCCA divergent transcript [Source:HGNC Symbol;Acc:HGNC:53266]
ENSG00000277133,,processed_pseudogene,10,38617255,38617344,1,CDGSH iron sulfur domain 2 (CISD2) pseudogene
ENSG00000277846,SNORD30,snoRNA,11,62853663,62853732,-1,"small nucleolar RNA, C/D box 30 [Source:HGNC Symbol;Acc:HGNC:10157]"
ENSG00000279488,,TEC,19,1372238,1374364,-1,TEC
ENSG00000281160,,lncRNA,3,42264914,42273254,1,"novel transcript, antisense to CCK"
ENSG00000283005,CDC27P3,processed_pseudogene,20,29746181,29748090,1,cell division cycle 27 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:51754]
ENSG00000008324,SS18L2,protein_coding,3,42581840,42596934,1,SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]
ENSG00000012963,UBR7,protein_coding,14,93207241,93229215,1,ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]
ENSG00000060558,GNA15,protein_coding,19,3136033,3163749,1,G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]
ENSG00000101152,DNAJC5,protein_coding,20,63894641,63936031,1,DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]
ENSG00000101898,MCTS2,protein_coding,20,31547379,31569541,1,MCTS family member 2 [Source:HGNC Symbol;Acc:HGNC:49760]
ENSG00000105339,DENND3,protein_coding,8,141117278,141195808,1,DENN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]
ENSG00000115138,POMC,protein_coding,2,25160853,25168903,-1,proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]
ENSG00000126458,RRAS,protein_coding,19,49635292,49640143,-1,RAS related [Source:HGNC Symbol;Acc:HGNC:10447]
ENSG00000127863,TNFRSF19,protein_coding,13,23570370,23676104,1,TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]
ENSG00000131697,NPHP4,protein_coding,1,5862804,5993455,-1,nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]
ENSG00000131746,TNS4,protein_coding,17,40475828,40501627,-1,tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]
ENSG00000133561,GIMAP6,protein_coding,7,150625375,150632648,-1,"GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]"
ENSG00000135636,DYSF,protein_coding,2,71453561,71686763,1,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]
ENSG00000139053,PDE6H,protein_coding,12,14973042,14981865,1,phosphodiesterase 6H [Source:HGNC Symbol;Acc:HGNC:8790]
ENSG00000148082,SHC3,protein_coding,9,89005771,89178818,-1,SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]
ENSG00000151033,LYZL2,protein_coding,10,30611779,30629762,-1,lysozyme like 2 [Source:HGNC Symbol;Acc:HGNC:29613]
ENSG00000171314,PGAM1,protein_coding,10,97426124,97433444,1,phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]
ENSG00000176253,OR4K13,protein_coding,14,20029399,20036038,-1,olfactory receptor family 4 subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:15351]
ENSG00000177335,LY6S-AS1,lncRNA,8,143039209,143060684,1,LY6S antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26731]
ENSG00000179151,EDC3,protein_coding,15,74630557,74696292,-1,enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]
ENSG00000181826,RELL1,protein_coding,4,37590800,37686413,-1,RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]
ENSG00000182698,RESP18,protein_coding,2,219327407,219335552,-1,regulated endocrine specific protein 18 [Source:HGNC Symbol;Acc:HGNC:33762]
ENSG00000185019,UBOX5,protein_coding,20,3107573,3160196,-1,U-box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17777]
ENSG00000185475,TMEM179B,protein_coding,11,62787387,62790403,1,transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]
ENSG00000185787,MORF4L1,protein_coding,15,78810487,78903078,1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]
ENSG00000188460,ACTBP11,processed_pseudogene,1,223863726,223864851,-1,ACTB pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:33971]
ENSG00000189401,OTUD6A,protein_coding,X,70062457,70064179,1,OTU deubiquitinase 6A [Source:HGNC Symbol;Acc:HGNC:32312]
ENSG00000196098,OR5K4,protein_coding,3,98353854,98354819,1,olfactory receptor family 5 subfamily K member 4 [Source:HGNC Symbol;Acc:HGNC:31291]
ENSG00000196993,NPIPB9,protein_coding,16,28751787,28772864,1,nuclear pore complex interacting protein family member B9 [Source:HGNC Symbol;Acc:HGNC:41987]
ENSG00000198576,ARC,protein_coding,8,142611049,142614479,-1,activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]
ENSG00000198898,CAPZA2,protein_coding,7,116811070,116922049,1,capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]
ENSG00000199520,RNU6-386P,snRNA,3,77092057,77092163,1,"RNA, U6 small nuclear 386, pseudogene [Source:HGNC Symbol;Acc:HGNC:47349]"
ENSG00000199643,RNU4-90P,snRNA,5,91270727,91270867,1,"RNA, U4 small nuclear 90, pseudogene [Source:HGNC Symbol;Acc:HGNC:47026]"
ENSG00000201811,SNORA71,snoRNA,20,38442036,38442169,1,Small nucleolar RNA SNORA71 [Source:RFAM;Acc:RF00056]
ENSG00000203498,,lncRNA,6,6993191,6995727,1,novel transcript
ENSG00000207214,RNU6-102P,snRNA,7,124647719,124647822,1,"RNA, U6 small nuclear 102, pseudogene [Source:HGNC Symbol;Acc:HGNC:47065]"
ENSG00000212807,OR2A42,protein_coding,7,144228244,144239605,-1,olfactory receptor family 2 subfamily A member 42 [Source:HGNC Symbol;Acc:HGNC:31230]
ENSG00000213399,RPS2P17,processed_pseudogene,2,84915868,84916660,1,ribosomal protein S2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:35764]
ENSG00000213886,UBD,protein_coding,6,29555515,29559732,-1,ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]
ENSG00000213908,CYP2A7P1,transcribed_unprocessed_pseudogene,19,41024268,41027720,-1,cytochrome P450 family 2 subfamily A member 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2612]
ENSG00000222293,RNU2-36P,snRNA,9,86422938,86423128,-1,"RNA, U2 small nuclear 36, pseudogene [Source:HGNC Symbol;Acc:HGNC:48529]"
ENSG00000222778,RNA5SP144,rRNA_pseudogene,3,144186905,144187020,-1,"RNA, 5S ribosomal pseudogene 144 [Source:HGNC Symbol;Acc:HGNC:43044]"
ENSG00000223169,RNA5SP209,rRNA_pseudogene,6,75865239,75865335,-1,"RNA, 5S ribosomal pseudogene 209 [Source:HGNC Symbol;Acc:HGNC:43109]"
ENSG00000226234,KRT18P24,processed_pseudogene,9,79036413,79037568,-1,keratin 18 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:33393]
ENSG00000226992,,lncRNA,2,238788399,238789741,-1,novel transcript
ENSG00000227173,MYL6P3,processed_pseudogene,10,65169438,65169869,-1,MYL6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37812]
ENSG00000227338,,lncRNA,10,3263346,3267216,1,novel transcript
ENSG00000227562,,lncRNA,7,151946928,151954985,-1,novel transcript
ENSG00000229057,RPS3AP54,processed_pseudogene,9,6662424,6663792,1,RPS3A pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:49750]
ENSG00000231739,GAPDHP59,transcribed_processed_pseudogene,2,187415552,187415818,1,glyceraldehyde-3-phosphate dehydrogenase pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:4152]
ENSG00000232162,USP12-AS1,lncRNA,13,27110354,27183514,1,USP12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39961]
ENSG00000232905,,processed_pseudogene,9,113850687,113851632,-1,programmed cell death 2 (PDCD2) pseudogene
ENSG00000236154,,lncRNA,10,69570513,69577168,1,novel transcript
ENSG00000236463,LINC00427,lncRNA,13,30316360,30319903,-1,long intergenic non-protein coding RNA 427 [Source:HGNC Symbol;Acc:HGNC:42762]
ENSG00000236880,RPS26P57,processed_pseudogene,X,124688504,124688838,-1,ribosomal protein S26 pseudogene 57 [Source:HGNC Symbol;Acc:HGNC:36537]
ENSG00000237119,LINC01056,lncRNA,20,63038011,63053863,1,long intergenic non-protein coding RNA 1056 [Source:HGNC Symbol;Acc:HGNC:49050]
ENSG00000239670,,transcribed_unprocessed_pseudogene,1,32986952,32988233,1,ribosomal protein S2 (RPS2) pseudogene
ENSG00000239690,RN7SL668P,misc_RNA,1,234904186,234904488,1,"RNA, 7SL, cytoplasmic 668, pseudogene [Source:HGNC Symbol;Acc:HGNC:46684]"
ENSG00000240486,RPL23AP54,processed_pseudogene,8,5476548,5476966,1,ribosomal protein L23a pseudogene 54 [Source:HGNC Symbol;Acc:HGNC:36689]
ENSG00000242296,DEFB109A,transcribed_unprocessed_pseudogene,8,12393209,12400365,-1,defensin beta 109A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:18090]
ENSG00000243725,TTC4,protein_coding,1,54715835,54742657,1,tetratricopeptide repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12394]
ENSG00000244313,,processed_pseudogene,11,46428653,46429150,-1,ribosomal protein S10 (RPS10) pseudogene
ENSG00000248994,,lncRNA,5,1927877,2119926,1,novel transcript
ENSG00000250282,PDK2-AS1,lncRNA,17,50100704,50101920,-1,PDK2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58250]
ENSG00000250347,,processed_pseudogene,5,142036707,142037125,-1,mitochondrial ribosomal protein L11 (MRPL11) pseudogene
ENSG00000250472,TRIM36-IT1,lncRNA,5,115148764,115149644,-1,TRIM36 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41422]
ENSG00000251188,,processed_pseudogene,4,268982,269531,-1,novel zinc finger protein pseudogene
ENSG00000251819,RNU6-322P,snRNA,15,100551820,100551922,-1,"RNA, U6 small nuclear 322, pseudogene [Source:HGNC Symbol;Acc:HGNC:47285]"
ENSG00000252591,RNA5SP468,rRNA_pseudogene,19,17972025,17972117,1,"RNA, 5S ribosomal pseudogene 468 [Source:HGNC Symbol;Acc:HGNC:43368]"
ENSG00000252692,,snoRNA,1,206080239,206080324,1,
ENSG00000253357,,lncRNA,5,167721363,167729124,1,novel transcript
ENSG00000253887,,lncRNA,8,9225279,9260308,-1,novel transcript
ENSG00000254965,C1DP5,transcribed_processed_pseudogene,11,83111060,83111442,-1,C1D nuclear receptor corepressor pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:51613]
